file_path	artifact_type	classification	validity_for_closure	owner_field	decision_field	ca_method_markers	parity_scope	source_notes
evidence/step-opencode-repair/20260214T123304Z/runlogs/git.status.after.txt	txt	UNKNOWN	NO					
evidence/step-opencode-repair/20260214T123304Z/runlogs/git.toplevel.txt	txt	UNKNOWN	NO					
evidence/step-opencode-repair/20260214T123304Z/runlogs/jsonparse.opencode_json.rc.txt	txt	UNKNOWN	NO					
evidence/step-opencode-repair/20260214T123304Z/runlogs/ls.agent.files.after.txt	txt	UNKNOWN	NO					
evidence/step-opencode-repair/20260214T123304Z/runlogs/ls.agent.files.before.txt	txt	UNKNOWN	NO					
evidence/step-opencode-repair/20260214T123304Z/runlogs/ls.ohmy.global.txt	txt	UNKNOWN	NO					
evidence/step-opencode-repair/20260214T123304Z/runlogs/ls.opencode_json.after.txt	txt	UNKNOWN	NO					
evidence/step-opencode-repair/20260214T123304Z/runlogs/ls.opencode_json.before.txt	txt	UNKNOWN	NO					
evidence/step-opencode-repair/20260214T123304Z/runlogs/opencode.version.txt	txt	UNKNOWN	NO					
evidence/step-opencode-repair/20260214T123304Z/runlogs/pwd.txt	txt	UNKNOWN	NO					
evidence/step-opencode-repair/20260214T123304Z/runlogs/restore.agentmd.txt	txt	UNKNOWN	NO					
evidence/step-opencode-repair/20260214T123304Z/snapshots/agent.md.head.txt	txt	UNKNOWN	NO					
evidence/step-opencode-repair/20260214T123304Z/snapshots/oh-my-opencode.json.head.txt	txt	UNKNOWN	NO					
evidence/step01/doc-validate.head.yml.txt	txt	UNKNOWN	NO					
evidence/step01/files.sizes.txt	txt	UNKNOWN	NO					
evidence/step01/find.acceptance.files.txt	txt	UNKNOWN	NO					
evidence/step01/ls.acceptance.root.txt	txt	UNKNOWN	NO					
evidence/step01/ls.workflows.txt	txt	UNKNOWN	NO					
evidence/step01/lsfiles.doc_validate.txt	txt	UNKNOWN	NO					
evidence/upload/WP-001_evidence_upload.txt	txt	UNKNOWN	NO					
evidence/upload/_probe.txt	txt	UNKNOWN	NO					
evidence/verdict.json	json	OLD_TEMP_CLOSED	NO					
